tissue	cell_type_major	cell_type_minor	cell_type_subset	exp	markers
Kidney	Macula Densa	Macula Densa	Macula Densa	pos	"ADORA2A,ADORA2B,ADRB1,ADM,AGTR1,BDKRB2,CACNA1C,CASR,GJA1,CALCRL,DRD1,DRD3,DRD4,DRD5,EGFR,EDNRA,EDNRB,IL6ST,NR3C1,HRH2,JAG1,LRP6,NR3C2,SLC12A2,NOTCH3,NRP1,NPY1R,OXTR,PTAFR,FXYD1,KCNJ1,KCNA3,PTP4A3,TBXA2R,REN,S1PR1,SUCNR1,TGFBR2,NTRK2,TRPC3,VIPR1,ADCY1,IKZF3,AKR7A2P1,ACTA2,ARID5B,PPP3CCC,CALM1,CTSB,EP300,CDX1,PRKG1,COX2,CREB1,CRIP1,DICER1,ESRRG,FOXD1,GNAL,GATA3,GFI1B,GUCY1A2,HOXD10,ITPR3,JPH2,NR1H3,MEF2C,MYH11,NFATC1,NFKB1,NKX2-5,MAPK14,PDE5A,PLN,PRKACA,PRKCA,PRKCB,PRKCD,PRKCE,PRKCG,PRKCI,PRKCZ,PLCB1,PLCB3,PLCB4,PLCD3,PLCG1,PLCG2,PPARG,RARA,RBPJ,RGS5,RXRA,RYR1,RYR2,SRF,SNAP23,STAT1,TBP,TCF3,THRA,TRDN,VAMP2,VDR"
Kidney	Macula Densa	Macula Densa	Macula Densa	sec	"MGP,REN,SFRP2"
Kidney	Tubule Epithelium	Tubule Epithelium	Tubule Epithelium	pos	"ABCC9,ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1,ADRB2,AGTR1,ANXA2,AQP1,BDKRB1,BDKRB2,CALCR,ATP2B1,CASR,CALM1,CFTR,CLCN2,SLC12A1,SLC5A5,CLDN1,DRD1,DRD2,DRD3,DRD4,DRD5,SCNN1A,EDNRA,GCGR,SLC2A4,KL,LNPEP,ST14,SLC8A1,NPR1,OCLN,OXGR1,P2RY2,F2RL1,KCNMA1,KCNJ1,KCNK7,KCNA3,TBXA2R,PTHLH,RHBG,RHCG,S1PR1,SLC5A2,SLC12A3,SLC13A3,SLC14A1,SLC22A6,SLC4A7,SLC4A8,SLC4A9,SCN8A,SLC9A1,ATP1A1,SLC12A1,SORL1,SUCNR1,HAVCR1,TRPV1,UMOD,SLC14A2,AVPR1A,ADCY1,AP2A1,PRKAA2,LDLRAP1,ARRB1,CAMP,CASK,COP1,COX2,CREB1,CYBB,CYP4A22,CYP4F11,DDC,ENOS,MAPK1,GNAL,GLUD1,GLS,GUCY1A2,ITSN1,LIN7A,MAGI1,MAL,MPDZ,NEDD4,NHERF1,NHERF2,NOS1,NOX4,OSR1,PDE2A,PDE3A,PDE3B,PRKACA,PRKCA,PLA2G16,PLA2G1B,PLA2G2A,PLA2G4A,PLA2G7,PLCB1,PLCB3,PLCB4,PLCD3,PLCG1,PLCG2,PPARG,ROCK1,SCAMP2,SGK1,SNAP23,SNX3,SQLE,SRC,STK39,STX1A,SNTB1,TAX1BP3,TCIRG1,USP10,VAMP1,WNK1,YES1"
Kidney	Tubule Epithelium	Tubule Epithelium	Tubule Epithelium	sec	"KLK1,KNG1,NOS2,PTGES2,PRSS8,UMOD,SOSTDC1"
CNS_RnDsystems	Astrocyte	Astrocyte	Astrocyte	pos	"BCRP1,ALDH1L1,ALDOC,KLHDC8A,AQP4,GJA1,SLC1A3,SLC1A2,LGALS3,GAP43,GFAP,GLUL, HES1,NDRG2,NOTCH1,PEA15,S100B,SOX9,BIRC5,BCL2"
CNS_RnDsystems	Myeloid cell	Microglia	Microglia (M1)	pos	"CSF2,IFNG,IL1B,IL6,TNF,CD80,CD86,CD36,CD40,CD68,FCGR2A,FCGR2A,FCGR2B,FCGR3A,FCGR3A,FCGR3A,HLA-DRA,HLA-DRB1,COX20,NOS2"
CNS_RnDsystems	Myeloid cell	Microglia	Microglia (M1)	sec	"CCL2,CCL3,CCL4,CCL5,CCL8,CCL11,CCL12,CCL15,CCL19,CCL20,CX3CL1,CXCL1,CXCL9,CXCL10,CXCL11,CXCL13,IFNG,IL1B,IL2,IL6,IL12A,IL15,IL17A,IL18,IL23A,MFGE8,MMP3,MMP9,NOS2,TNF"
CNS_RnDsystems	Myeloid cell	Microglia	Microglia (M2a)	pos	"IL4,IL13,ARG1,PPARG,TGM2,CD163,CLEC10A,CD209,HLA-DRA,HLA-DRB1,MRC1,CD33,MSR1,TREM2"
CNS_RnDsystems	Myeloid cell	Microglia	Microglia (M2a)	sec	"CCL13,CCL14,CCL17,CCL18,CCL22,CCL23,CCL24,CCL26,RETNLB,IGF1,IL1RN,IL4,IL10,IL13,PDGFA,PDGFB,TGFB1,TGFB2,TGFB3,CHI3L1"
CNS_RnDsystems	Myeloid cell	Microglia	Microglia (M2b)	pos	"IL1B,IFNG,TNF,COX2,SOCS3,SPHK1,SPHK2,CD86,FCGR1A,FCGR2A,FCGR2B,FCGR3A,FCGR3A,HLA-DRA,IL1R1,CD74"
CNS_RnDsystems	Myeloid cell	Microglia	Microglia (M2b)	sec	"CSF3,CSF2,IL1B,IL6,IL10,TNF"
CNS_RnDsystems	Myeloid cell	Microglia	Microglia (M2c)	pos	"NR3C1,NR3C1,IL10,TGFB1,TGFB2,TGFB3,ARG1,SOCS3,SPHK1,CD163,IL4R,MRC1,MSR1,SCARB1"
CNS_RnDsystems	Myeloid cell	Microglia	Microglia (M2c)	sec	"CCL16,CCL18,CXCL13,IL10,TGFB1,TGFB2,TGFB3"
CNS_RnDsystems	Myeloid cell	Microglia	Microglia (M0)	pos	"AIF1,ITGAM,PTPRC,CX3CR1,ADGRE1,FCGR1A,FCRL4,CSF1R,MERTK,P2RY12,TMEM119"
CNS_RnDsystems	Myeloid cell	Microglia	Microglia (M0)	sec	"BDNF,IGF1"
CNS_RnDsystems	Neuron	Neuron	Neuron (Cholinergic)	pos	"ACHE,CHAT,SLC18A3,ACHE"
CNS_RnDsystems	Neuron	Neuron	Neuron (Dopaminergic)	pos	"DBH,FOLR1,KCNJ6,FOXA2,LMX1B,NR4A2,SLC6A2,SLC6A3,TH"
CNS_RnDsystems	Neuron	Neuron	Neuron (GABAergic)	pos	"GABBR1,GABBR2,GAD1,GAD2,SLC6A1,SLC32A1"
CNS_RnDsystems	Neuron	Neuron	Neuron (Glutamatergic)	pos	"GLUL,GRIN1,GRIN2B,SLC17A7,SLC17A6"
CNS_RnDsystems	Neuron	Neuron	Neuron (Glycinergic)	pos	"SLC6A5,SLC32A1"
CNS_RnDsystems	Neuron	Neuron	Neuron (Serotonergic)	pos	"DDC,FEV,SLC6A4,TPH1,TPH1,SLC18A2,MAOA"
CNS_RnDsystems	Neuron	Neuron	common	pos	"CALB1,DCX,ENO2,MAP2,RBFOX3,NEUROD1,NEFH,NEFL,NEFM,DLG2,DLG4,TUBB3,UCHL1"
CNS_RnDsystems	Neuron	Neuron	Neuron (Dendrite)	pos	"ARC,DBN1,MAP2,DLG3"
CNS_RnDsystems	Neuron	Neuron	Neuron (Synapse)	pos	"KIF5A,KIF5B,L1CAM,NEFH,NEFL,PRPH,MAPT,TUBB3"
CNS_RnDsystems	Neuron	Neuron	Neuron (Axon)	pos	"BSN,GAP43,GPHN,HOMER1,NLGN1,NLGN2,NRXN1,NRXN3,DLG4,PCLO,DLG3,SHANK1,SHANK2,SHANK3,SNAP23,SNAP25,SV2A,SYN1,SYN2,SYNGR1,SYP,SYT1,SYT4,STX1A,VAMP1,VAMP2,SLC17A7,SLC32A1"
CNS_RnDsystems	Neuron	Neuron	Neuron (Growthcone)	pos	"BASP1,CAP1,COTL1,CRMP1,DPYSL2,DPYSL5,DCLK1,DCX,DBN1,FABP7,FARP2,GAP43,GNAL,GNAI2,GAP43,L1CAM,NCAM1,NRP1,RTN1,SNAP25,ATL1,STRAP,SRFBP1,STX7"
CNS_RnDsystems	Oligodendrocyte	Oligodendrocyte	Oligodendrocyte (Precursor cell)	pos	"BCRP1,CSPG4,NKX2-2,OLIG2,OMG,PDGFRA,SOX10"
CNS_RnDsystems	Oligodendrocyte	Oligodendrocyte	Oligodendrocyte (Immature)	pos	"CNP,OLIG1,OLIG1"
CNS_RnDsystems	Oligodendrocyte	Oligodendrocyte	"Oligodendrocyte (Mature, Non-Myelinating)"	pos	"APC,CNP,OLIG1,PLP1,RTN4"
CNS_RnDsystems	Oligodendrocyte	Oligodendrocyte	"Oligodendrocyte (Mature, Myelinating)"	pos	"APC,CNTNAP2,CNP,MAG,MBP,MOG,PLP1,RTN4,OMG,TPPP"
